id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;wilayah_uptd;kategori_jalan;kondisi_jalan;panjang_ruas_jalan;satuan;tahun
133;32;JAWA BARAT;3207;KABUPATEN CIAMIS;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;BAIK;8.81;KILOMETER;2019
134;32;JAWA BARAT;3207;KABUPATEN CIAMIS;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;SEDANG;16.72;KILOMETER;2019
135;32;JAWA BARAT;3207;KABUPATEN CIAMIS;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK RINGAN;3.1;KILOMETER;2019
136;32;JAWA BARAT;3207;KABUPATEN CIAMIS;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
137;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;BAIK;41.37;KILOMETER;2019
138;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;SEDANG;39.15;KILOMETER;2019
139;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK RINGAN;5.8;KILOMETER;2019
140;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
141;32;JAWA BARAT;3209;KABUPATEN CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;BAIK;31.79;KILOMETER;2019
142;32;JAWA BARAT;3209;KABUPATEN CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;SEDANG;38.12;KILOMETER;2019
143;32;JAWA BARAT;3209;KABUPATEN CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK RINGAN;2.47;KILOMETER;2019
144;32;JAWA BARAT;3209;KABUPATEN CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
145;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;BAIK;68.11;KILOMETER;2019
146;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;SEDANG;42.74;KILOMETER;2019
147;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK RINGAN;14.98;KILOMETER;2019
148;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
149;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;MANTAP;BAIK;17.57;KILOMETER;2019
150;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;MANTAP;SEDANG;86.73;KILOMETER;2019
151;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;TIDAK MANTAP;RUSAK RINGAN;11.5;KILOMETER;2019
152;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
153;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;BAIK;101.61;KILOMETER;2019
154;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;SEDANG;46.53;KILOMETER;2019
155;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK RINGAN;9.35;KILOMETER;2019
156;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
157;32;JAWA BARAT;3213;KABUPATEN SUBANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;BAIK;15.0;KILOMETER;2019
158;32;JAWA BARAT;3213;KABUPATEN SUBANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;SEDANG;146.84;KILOMETER;2019
159;32;JAWA BARAT;3213;KABUPATEN SUBANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK RINGAN;6.34;KILOMETER;2019
160;32;JAWA BARAT;3213;KABUPATEN SUBANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
161;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;BAIK;16.67;KILOMETER;2019
162;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;SEDANG;52.35;KILOMETER;2019
163;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK RINGAN;1.49;KILOMETER;2019
164;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
165;32;JAWA BARAT;3215;KABUPATEN KARAWANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;BAIK;5.34;KILOMETER;2019
166;32;JAWA BARAT;3215;KABUPATEN KARAWANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;SEDANG;73.0;KILOMETER;2019
167;32;JAWA BARAT;3215;KABUPATEN KARAWANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK RINGAN;1.49;KILOMETER;2019
168;32;JAWA BARAT;3215;KABUPATEN KARAWANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
169;32;JAWA BARAT;3216;KABUPATEN BEKASI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;BAIK;29.33;KILOMETER;2019
170;32;JAWA BARAT;3216;KABUPATEN BEKASI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;SEDANG;2.2;KILOMETER;2019
171;32;JAWA BARAT;3216;KABUPATEN BEKASI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK RINGAN;0.0;KILOMETER;2019
172;32;JAWA BARAT;3216;KABUPATEN BEKASI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
173;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;BAIK;17.68;KILOMETER;2019
174;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;SEDANG;51.4;KILOMETER;2019
175;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK RINGAN;4.09;KILOMETER;2019
176;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
177;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;BAIK;4.55;KILOMETER;2019
178;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;SEDANG;2.95;KILOMETER;2019
179;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK RINGAN;1.39;KILOMETER;2019
180;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
181;32;JAWA BARAT;3271;KOTA BOGOR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;BAIK;8.55;KILOMETER;2019
182;32;JAWA BARAT;3271;KOTA BOGOR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;SEDANG;2.61;KILOMETER;2019
183;32;JAWA BARAT;3271;KOTA BOGOR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK RINGAN;0.0;KILOMETER;2019
184;32;JAWA BARAT;3271;KOTA BOGOR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
185;32;JAWA BARAT;3272;KOTA SUKABUMI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN II;MANTAP;BAIK;15.15;KILOMETER;2019
186;32;JAWA BARAT;3272;KOTA SUKABUMI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN II;MANTAP;SEDANG;15.92;KILOMETER;2019
187;32;JAWA BARAT;3272;KOTA SUKABUMI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN II;TIDAK MANTAP;RUSAK RINGAN;0.85;KILOMETER;2019
188;32;JAWA BARAT;3272;KOTA SUKABUMI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN II;TIDAK MANTAP;RUSAK BERAT;1.64;KILOMETER;2019
189;32;JAWA BARAT;3273;KOTA BANDUNG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;BAIK;8.86;KILOMETER;2019
190;32;JAWA BARAT;3273;KOTA BANDUNG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;SEDANG;27.72;KILOMETER;2019
191;32;JAWA BARAT;3273;KOTA BANDUNG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK RINGAN;1.87;KILOMETER;2019
192;32;JAWA BARAT;3273;KOTA BANDUNG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
193;32;JAWA BARAT;3274;KOTA CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;BAIK;4.83;KILOMETER;2019
194;32;JAWA BARAT;3274;KOTA CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;SEDANG;1.72;KILOMETER;2019
195;32;JAWA BARAT;3274;KOTA CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK RINGAN;0.0;KILOMETER;2019
196;32;JAWA BARAT;3274;KOTA CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
197;32;JAWA BARAT;3275;KOTA BEKASI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;BAIK;19.86;KILOMETER;2019
198;32;JAWA BARAT;3275;KOTA BEKASI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;SEDANG;0.0;KILOMETER;2019
199;32;JAWA BARAT;3275;KOTA BEKASI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK RINGAN;2.1;KILOMETER;2019
200;32;JAWA BARAT;3275;KOTA BEKASI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
201;32;JAWA BARAT;3276;KOTA DEPOK;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;BAIK;9.17;KILOMETER;2019
202;32;JAWA BARAT;3276;KOTA DEPOK;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;SEDANG;0.0;KILOMETER;2019
203;32;JAWA BARAT;3276;KOTA DEPOK;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK RINGAN;2.56;KILOMETER;2019
204;32;JAWA BARAT;3276;KOTA DEPOK;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
205;32;JAWA BARAT;3277;KOTA CIMAHI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;BAIK;4.67;KILOMETER;2019
206;32;JAWA BARAT;3277;KOTA CIMAHI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;SEDANG;4.63;KILOMETER;2019
207;32;JAWA BARAT;3277;KOTA CIMAHI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK RINGAN;0.06;KILOMETER;2019
208;32;JAWA BARAT;3277;KOTA CIMAHI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
209;32;JAWA BARAT;3278;KOTA TASIKMALAYA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;BAIK;4.51;KILOMETER;2019
210;32;JAWA BARAT;3278;KOTA TASIKMALAYA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;SEDANG;24.96;KILOMETER;2019
211;32;JAWA BARAT;3278;KOTA TASIKMALAYA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK RINGAN;0.5;KILOMETER;2019
212;32;JAWA BARAT;3278;KOTA TASIKMALAYA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
213;32;JAWA BARAT;3279;KOTA BANJAR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;BAIK;6.82;KILOMETER;2019
214;32;JAWA BARAT;3279;KOTA BANJAR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;SEDANG;0.73;KILOMETER;2019
215;32;JAWA BARAT;3279;KOTA BANJAR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK RINGAN;1.43;KILOMETER;2019
216;32;JAWA BARAT;3279;KOTA BANJAR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK BERAT;0.0;KILOMETER;2019
217;32;JAWA BARAT;3201;KABUPATEN BOGOR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;BAIK;100.94;KILOMETER;2020
218;32;JAWA BARAT;3201;KABUPATEN BOGOR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;SEDANG;25.07;KILOMETER;2020
219;32;JAWA BARAT;3201;KABUPATEN BOGOR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK RINGAN;4.3;KILOMETER;2020
220;32;JAWA BARAT;3201;KABUPATEN BOGOR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK BERAT;2.5;KILOMETER;2020
221;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN II;MANTAP;BAIK;210.52;KILOMETER;2020
222;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN II;MANTAP;SEDANG;45.11;KILOMETER;2020
223;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN II;TIDAK MANTAP;RUSAK RINGAN;42.29;KILOMETER;2020
224;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN II;TIDAK MANTAP;RUSAK BERAT;34.0;KILOMETER;2020
225;32;JAWA BARAT;3203;KABUPATEN CIANJUR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;BAIK;93.31;KILOMETER;2020
226;32;JAWA BARAT;3203;KABUPATEN CIANJUR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;MANTAP;SEDANG;45.56;KILOMETER;2020
227;32;JAWA BARAT;3203;KABUPATEN CIANJUR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK RINGAN;20.01;KILOMETER;2020
228;32;JAWA BARAT;3203;KABUPATEN CIANJUR;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN I;TIDAK MANTAP;RUSAK BERAT;27.52;KILOMETER;2020
229;32;JAWA BARAT;3204;KABUPATEN BANDUNG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;BAIK;95.77;KILOMETER;2020
230;32;JAWA BARAT;3204;KABUPATEN BANDUNG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;SEDANG;27.76;KILOMETER;2020
231;32;JAWA BARAT;3204;KABUPATEN BANDUNG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK RINGAN;3.0;KILOMETER;2020
232;32;JAWA BARAT;3204;KABUPATEN BANDUNG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK BERAT;1.0;KILOMETER;2020
233;32;JAWA BARAT;3205;KABUPATEN GARUT;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;MANTAP;BAIK;173.35;KILOMETER;2020
234;32;JAWA BARAT;3205;KABUPATEN GARUT;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;MANTAP;SEDANG;59.48;KILOMETER;2020
235;32;JAWA BARAT;3205;KABUPATEN GARUT;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;TIDAK MANTAP;RUSAK RINGAN;13.4;KILOMETER;2020
236;32;JAWA BARAT;3205;KABUPATEN GARUT;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;TIDAK MANTAP;RUSAK BERAT;39.8;KILOMETER;2020
237;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;BAIK;92.25;KILOMETER;2020
238;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;SEDANG;12.22;KILOMETER;2020
239;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK RINGAN;13.8;KILOMETER;2020
240;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK BERAT;2.1;KILOMETER;2020
241;32;JAWA BARAT;3207;KABUPATEN CIAMIS;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;BAIK;23.93;KILOMETER;2020
242;32;JAWA BARAT;3207;KABUPATEN CIAMIS;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;SEDANG;1.8;KILOMETER;2020
243;32;JAWA BARAT;3207;KABUPATEN CIAMIS;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK RINGAN;0.9;KILOMETER;2020
244;32;JAWA BARAT;3207;KABUPATEN CIAMIS;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK BERAT;2.0;KILOMETER;2020
245;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;BAIK;59.91;KILOMETER;2020
246;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;MANTAP;SEDANG;13.87;KILOMETER;2020
247;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK RINGAN;4.8;KILOMETER;2020
248;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN V;TIDAK MANTAP;RUSAK BERAT;7.75;KILOMETER;2020
249;32;JAWA BARAT;3209;KABUPATEN CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;BAIK;61.51;KILOMETER;2020
250;32;JAWA BARAT;3209;KABUPATEN CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;SEDANG;7.42;KILOMETER;2020
251;32;JAWA BARAT;3209;KABUPATEN CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK RINGAN;0.0;KILOMETER;2020
252;32;JAWA BARAT;3209;KABUPATEN CIREBON;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK BERAT;3.44;KILOMETER;2020
253;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;BAIK;114.63;KILOMETER;2020
254;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;SEDANG;6.4;KILOMETER;2020
255;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK RINGAN;1.5;KILOMETER;2020
256;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK BERAT;3.3;KILOMETER;2020
257;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;MANTAP;BAIK;76.98;KILOMETER;2020
258;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;MANTAP;SEDANG;25.72;KILOMETER;2020
259;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;TIDAK MANTAP;RUSAK RINGAN;1.5;KILOMETER;2020
260;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN IV;TIDAK MANTAP;RUSAK BERAT;11.6;KILOMETER;2020
261;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;BAIK;141.99;KILOMETER;2020
262;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;MANTAP;SEDANG;7.2;KILOMETER;2020
263;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK RINGAN;4.9;KILOMETER;2020
264;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN VI;TIDAK MANTAP;RUSAK BERAT;3.4;KILOMETER;2020
265;32;JAWA BARAT;3213;KABUPATEN SUBANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;BAIK;140.98;KILOMETER;2020
266;32;JAWA BARAT;3213;KABUPATEN SUBANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;MANTAP;SEDANG;18.89;KILOMETER;2020
267;32;JAWA BARAT;3213;KABUPATEN SUBANG;UPTD PENGELOLAAN JALAN DAN JEMBATAN WILAYAH PELAYANAN III;TIDAK MANTAP;RUSAK RINGAN;8.31;KILOMETER;2020
